OBJEC,LIB_P,LIB_R,LIB_D,LIB_C,LIB_F,tmn_2014_0,tmn_2014_1,tmn_2014_2,tmn_2014_3,tmn_2014_4,tmn_2014_5,tmn_2014_6,tmn_2014_7,tmn_2014_8,tmn_2014_9,tmn_201410,tmn_201411,tmn_2015_0,tmn_2015_1,tmn_2015_2,tmn_2015_3,tmn_2015_4,tmn_2015_5,tmn_2015_6,tmn_2015_7,tmn_2015_8,tmn_2015_9,tmn_201510,tmn_201511,tmn_2016_0,tmn_2016_1,tmn_2016_2,tmn_2016_3,tmn_2016_4,tmn_2016_5,tmn_2016_6,tmn_2016_7,tmn_2016_8,tmn_2016_9,tmn_201610,tmn_201611,tmn_2017_0,tmn_2017_1,tmn_2017_2,tmn_2017_3,tmn_2017_4,tmn_2017_5,tmn_2017_6,tmn_2017_7,tmn_2017_8,tmn_2017_9,tmn_201710,tmn_201711
155,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT VOHITRARIVO,19.4396986,19.43020999,18.78632336,17.20715727,14.40474512,13.30941928,12.70363245,12.91510928,13.78334864,15.78116832,17.5696046,18.95724121,19.2386355,19.05195151,18.66503814,17.50852172,15.02974753,13.31222226,12.77999251,12.6148102,13.58334883,16.38070927,17.46854009,19.55830519,19.8146964,19.83240617,19.46503738,17.6085221,13.62974791,12.2094189,11.97999232,12.71540954,13.68334826,16.08071003,15.74490079,19.15724198,19.91469678,19.4315733,19.06503776,17.40852134,15.02974753,13.7094189,12.87999289,12.91510928,14.08441238,16.28071005,17.14709748,18.63610484
156,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT SOANIHERENANA NORD,19.46636555,19.44476002,18.79703962,17.23027757,14.44032815,13.34470302,12.73974171,12.9545706,13.82318604,15.81438822,17.57948833,18.99890162,19.26636592,19.06788086,18.67272888,17.53027871,15.06750702,13.34994906,12.81256169,12.65457136,13.62318623,16.41557521,17.47948795,19.59890201,19.83918686,19.84881724,19.47272812,17.6302791,13.6675074,12.24470264,12.0125615,12.75457091,13.72318566,16.11557597,15.75230817,19.19890239,19.93918724,19.44476002,19.0727285,17.43027833,15.06750702,13.74470264,12.91256207,12.9545706,14.12318623,16.31557596,17.15636582,18.67696827
157,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBALAVARY,19.42235016,19.36224473,18.72073195,17.19408631,14.43170922,13.30926953,12.71551562,12.92307159,13.78007322,15.76458136,17.52888872,18.95518645,19.22234941,18.98571061,18.59440065,17.49408745,15.06473925,13.32169726,12.78248474,12.62307212,13.58007318,16.3674451,17.42888879,19.55518683,19.78931918,19.77180769,19.39439989,17.59408783,13.66473963,12.20926915,11.98248455,12.72307236,13.68007284,16.06744564,15.695858,19.15518721,19.88931956,19.36224473,18.99440027,17.39408707,15.06473925,13.70926938,12.88248505,12.92307159,14.08007318,16.26744487,17.10542155,18.63458461
158,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT FASINTSARA ANDAKANA,19.40702146,19.36262852,18.7245735,17.2250371,14.45303277,13.34171381,12.73401285,12.9291758,13.78074132,15.76465609,17.52579948,18.94027747,19.20702074,18.98226071,18.60240016,17.52503824,15.08303704,13.35462534,12.8040075,12.62917656,13.58074151,16.36719547,17.4257991,19.54027785,19.77701628,19.77299927,19.40239939,17.62503863,13.68303742,12.24171356,12.00400731,12.72917672,13.68074094,16.06719624,15.69579431,19.14027823,19.87701666,19.36262852,19.00239977,17.42503786,15.08303704,13.74171356,12.90400782,12.9291758,14.08074151,16.26719527,17.10616615,18.62318563
159,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT NOSIMBOAHANGY,19.42412949,19.37045501,18.74653639,17.23999749,14.49372147,13.36540102,12.8072065,12.97503329,13.82888249,15.80951154,17.55872514,18.99263169,19.22412902,18.98929095,18.62356905,17.53999863,15.13021563,13.38718959,12.87071173,12.67503369,13.62888246,16.41364086,17.45872476,19.59263208,19.78763451,19.78811204,19.42356829,17.63999901,13.73021602,12.2654008,12.07071154,12.77503351,13.7288821,16.1136414,15.72222968,19.19263246,19.88763489,19.37045501,19.02356867,17.43999825,15.13021563,13.7654008,12.97071157,12.97503329,14.12888246,16.31364157,17.13988731,18.67792638
160,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBALAHERANA,19.48250697,19.40838121,18.80096313,17.2856724,14.52517012,13.4001318,12.84490521,13.02076796,13.877629,15.86280219,17.6129178,19.04808917,19.28250646,19.02921365,18.67555875,17.58567355,15.16337357,13.42207391,12.90670145,12.7207686,13.67762919,16.46737177,17.51291742,19.64808955,19.84430269,19.825751,19.47555799,17.68567393,13.76337395,12.30013155,12.10670126,12.82076815,13.77762861,16.16737253,15.77471334,19.24808993,19.94430308,19.40838121,19.07555837,17.48567316,15.16337357,13.80013155,13.006701,13.02076796,14.17762919,16.36737304,17.19208396,18.7318279
161,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT ANDRORANGAVOLA NORD,19.45474472,19.37369613,18.69862909,17.15405725,14.38104099,13.23769312,12.68084918,12.92873303,13.80726843,15.76877311,17.54766804,18.98565507,19.25474458,19.00666351,18.56205811,17.4540584,15.02144341,13.24873096,12.74044653,12.62873332,13.60726814,16.37237564,17.44766861,19.58565545,19.8143421,19.78113041,19.36205735,17.55405853,13.62144336,12.13769274,11.94044633,12.72873322,13.70726805,16.07237592,15.70726494,19.18565583,19.91434248,19.37369613,18.96205773,17.35405801,15.02144341,13.63769321,12.8404466,12.92873303,14.10726814,16.27237588,17.11469918,18.65629047
162,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBOHIMIRANTY,19.56140212,19.42961234,18.78849043,17.25382122,14.48062686,13.33345774,12.75192849,13.01522988,13.92539541,15.87182974,17.64688952,19.06620144,19.36140263,19.06432415,18.64735003,17.55382237,15.12745114,13.35199764,12.80510332,12.71523032,13.72539552,16.47825694,17.5468893,19.66620182,19.91457795,19.84172364,19.44734927,17.65382275,13.72745089,12.23345781,12.00510313,12.81523007,13.82539503,16.17825673,15.80006392,19.2662022,20.01457833,19.42961234,19.04734965,17.45382199,15.12745114,13.73345789,12.90510351,13.01522988,14.22539552,16.37825693,17.21217567,18.73791666
163,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT MANDROALINA,19.41342571,19.30588926,18.69391055,17.12596413,14.40138301,13.266292,12.66903439,12.89255337,13.7757351,15.73141155,17.50852732,18.9406037,19.21342495,18.93498981,18.55955638,17.42596528,15.04326604,13.28432621,12.72715052,12.59255318,13.57573497,16.33666302,17.40852757,19.54060408,19.77154236,19.71867105,19.35955562,17.52596566,13.64326642,12.16629162,11.92715033,12.69255356,13.67573471,16.03666347,15.66664384,19.14060447,19.87154274,19.30588926,18.959556,17.3259649,15.04326604,13.66629193,12.8271509,12.89255337,14.07573497,16.23666264,17.07942563,18.61675413
164,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT MORARANO,19.43800062,19.3365199,18.73861871,17.19171996,14.45012431,13.3247217,12.74114015,12.93905832,13.81635412,15.78263797,17.5483239,18.98020363,19.23799985,18.96194823,18.60791198,17.4917211,15.09100868,13.34545465,12.80025505,12.63905856,13.61635431,16.38791389,17.44832352,19.58020401,19.79711581,19.75197513,19.40791122,17.59172148,13.69100906,12.22472132,12.00025486,12.73905852,13.71635373,16.08791466,15.70743876,19.18020439,19.89711619,19.3365199,19.0079116,17.39172072,15.09100868,13.72472132,12.90025501,12.93905832,14.11635431,16.28791435,17.12289443,18.66005188
165,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBOHIMANGA SUD,19.54293167,19.40628422,18.79986943,17.26888547,14.50405324,13.39117889,12.75823508,13.01867934,13.94512104,15.88801484,17.67609218,19.07478546,19.34293245,19.03692044,18.66112903,17.56888662,15.15317966,13.41777257,12.80910812,12.71867932,13.74512062,16.49611726,17.57609179,19.67478584,19.89380536,19.8247725,19.46112826,17.668887,13.75317993,12.29117922,12.00910798,12.81867953,13.84512071,16.19611779,15.82696488,19.27478622,19.99380575,19.40628422,19.06112864,17.46888624,15.15317966,13.79117862,12.9091085,13.01867934,14.24512062,16.39611819,17.24545448,18.75225196
166,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT SAHAMARANA,19.55721747,19.43718492,18.83577049,17.31016899,14.55471288,13.44031871,12.815134,13.06268371,13.97542791,15.92102645,17.70002125,19.10736652,19.35721819,19.06463978,18.70083835,17.61017014,15.20203689,13.46766472,12.86780939,12.76268351,13.77542755,16.52850199,17.60002087,19.70736691,19.90989345,19.85705259,19.50083759,17.71017052,13.80203727,12.34031907,12.0678092,12.8626839,13.87542753,16.22850275,15.85269608,19.30736729,20.00989383,19.43718492,19.10083797,17.51016976,15.20203689,13.84031852,12.96780977,13.06268371,14.27542755,16.42850271,17.27256486,18.78738776
167,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT MASOAROVANA,19.56528188,19.43430865,18.83142836,17.31414504,14.54452698,13.44025759,12.79906005,13.05923035,13.98793686,15.92756441,17.72101683,19.11417028,19.36528292,19.06292496,18.69433198,17.61414618,15.19428811,13.46988263,12.84929861,12.75923022,13.78793621,16.53604306,17.62101645,19.71417067,19.9155207,19.85545156,19.49433121,17.71414646,13.79428849,12.34025816,12.04929842,12.85923054,13.88793648,16.23604383,15.87125476,19.31417105,20.01552108,19.43430865,19.09433159,17.5141458,15.19428811,13.84025727,12.94929899,13.05923035,14.28793621,16.43604436,17.29239935,18.79403349
168,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBILANIBE,19.67800713,19.60191345,18.9926796,17.50728798,14.75417614,13.61510277,13.03395176,13.26314259,14.14009953,16.10344124,17.84089851,19.26614761,19.47800827,19.2227459,18.86577034,17.80728912,15.39809895,13.64426994,13.09002781,12.9631424,13.94009972,16.70951653,17.74089813,19.86614799,20.03408432,20.02500343,19.66576958,17.90728951,13.99809933,12.51510334,12.29002762,13.06314278,14.04009914,16.40951729,15.99697304,19.46614838,20.1340847,19.60191345,19.26576996,17.70728874,15.39809895,14.01510334,13.19002819,13.26314259,14.44009972,16.60951614,17.42006302,18.95139122
169,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBODIARA,19.51238642,19.37063981,18.75728103,17.23966898,14.46126481,13.3529741,12.70410501,12.97987995,13.92281626,15.87855418,17.66675881,19.04232133,19.31238752,19.00321781,18.6151376,17.53967012,15.11366078,13.38235679,12.75170843,12.67988017,13.72281591,16.48811774,17.56675843,19.64232171,19.85999121,19.79045561,19.41513684,17.63967045,13.71366116,12.25297428,11.95170863,12.77988014,13.82281627,16.1881185,15.81436205,19.24232209,19.95999159,19.37063981,19.01513722,17.43966974,15.11366078,13.75297372,12.85170881,12.97987995,14.22281591,16.38811921,17.23417893,18.71930731
170,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBODIVOASARY,19.44750104,19.28069164,18.69617392,17.20884978,14.39327801,13.27629722,12.63866854,12.91103322,13.87014934,15.82180641,17.62423057,18.98633666,19.24750075,18.91573053,18.54873058,17.50885093,15.05136577,13.31175137,12.68058016,12.61103394,13.67014901,16.43421011,17.52423019,19.58633704,19.78941294,19.70374086,19.34872982,17.60885083,13.65136615,12.17629712,11.88058016,12.71103341,13.77014915,16.13421087,15.76614133,19.18633742,19.88941332,19.28069164,18.9487302,17.40885054,15.05136577,13.67629684,12.78058054,12.91103322,14.17014901,16.3342102,17.18919064,18.663703
171,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBATOFANOKONANA,19.49220385,19.34390107,18.75307346,17.2938768,14.48067776,13.3577624,12.74299929,12.9857438,13.92099607,15.85350811,17.68405455,19.04484588,19.29220309,18.9729141,18.61318138,17.59387794,15.13630974,13.39526278,12.78736625,12.68574446,13.72099618,16.46438745,17.58405437,19.64484626,19.83657082,19.77052202,19.41318062,17.69387679,13.73631012,12.25776279,11.98736616,12.78574399,13.82099569,16.16438801,15.82842096,19.24484664,19.9365712,19.34390107,19.013181,17.49387756,15.13630974,13.75776202,12.88736663,12.9857438,14.22099618,16.36438707,17.25504191,18.72671437
172,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBODIRAFIA,19.78554687,19.67669313,19.07829667,17.61908852,14.87087979,13.73269452,13.16069656,13.39470014,14.24848801,16.18215321,17.93931771,19.33261235,19.58554657,19.29634093,18.95171467,17.91908966,15.51906576,13.76816682,13.21250965,13.09469998,14.04848819,16.78908695,17.83931831,19.93261273,20.13735968,20.1052312,19.7517139,18.01908997,14.11906614,12.63269441,12.41250995,13.19470033,14.14848782,16.48908673,16.09113031,19.53261311,20.23736006,19.67669313,19.35171428,17.81908928,15.51906576,14.13269435,13.31250984,13.39470014,14.54848819,16.6890866,17.51966803,19.01989814
173,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT ANTANJONA,20.03121226,19.92939482,19.35560825,17.89259836,15.1943367,14.06293676,13.5157976,13.72970108,14.56439349,16.42742232,18.24479683,19.58464817,19.8312115,19.54320152,19.23547288,18.1925992,15.84764789,14.10877035,13.56248446,13.42970184,14.36439368,17.03374945,18.14479805,20.18464855,20.37789932,20.36889936,20.03547212,18.29259958,14.44764827,12.96293638,12.76248427,13.52970127,14.46439311,16.73375021,16.39148473,19.78464893,20.4778997,19.92939482,19.6354725,18.09259912,15.84764789,14.46293638,13.66248484,13.72970108,14.86439368,16.93375098,17.83098928,19.27716996
174,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT FALIARIVO,19.97728628,19.87321992,19.29701788,17.83757247,15.13556852,14.00025506,13.4505397,13.66387542,14.49407992,16.38619944,18.16135862,19.52206522,19.77728552,19.48721933,19.17707009,18.13757341,15.78611988,14.04275537,13.49998704,13.3638758,14.29408011,16.99214643,18.06135933,20.1220656,20.32673343,20.30977209,19.97706933,18.2375738,14.38612026,12.90025468,12.69998692,13.46387561,14.39407985,16.69214705,16.31080609,19.72206598,20.42673381,19.87321992,19.57706971,18.03757323,15.78611988,14.40025468,13.59998711,13.66387542,14.79408011,16.89214719,17.74735765,19.21401381
175,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT AMBOHIMIERA,18.15483388,17.90647555,17.38308967,15.87160476,13.20937132,12.00443369,11.32330382,11.4978865,12.61490478,14.54469324,16.3462533,17.63274392,17.95483408,17.55652491,17.20230361,16.17160525,13.89028883,12.06603888,11.34238561,11.19788659,12.4149046,15.17542942,16.24625309,18.2327443,18.47391616,18.33734349,18.00230285,16.27160543,12.4902891,10.90443377,10.54238558,11.29788672,12.51490441,14.87542985,14.46533432,17.83274426,18.57391654,17.90647555,17.60230323,16.07160552,13.89028883,12.40443377,11.44238566,11.4978865,12.9149046,15.0754299,15.89620308,17.31343054
176,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT MAROMANANA,18.55211945,18.28962185,17.74759047,16.29278181,13.46194987,12.22950143,11.66617583,11.88903481,12.92861719,14.93470672,16.76874941,18.04844123,18.35211869,17.94378903,17.57803145,16.59278287,14.1291406,12.257917,11.69898482,11.58903471,12.72861738,15.55009808,16.66874903,18.64844161,18.88492785,18.70264589,18.37803069,16.69278325,12.72914003,11.12950114,10.89898471,11.689035,12.8286168,15.25009884,14.90155791,18.24844199,18.98492823,18.28962185,17.97803281,16.49278249,14.1291406,12.62950114,11.7989852,11.88903481,13.22861738,15.45009865,16.31458126,17.70966721
177,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT AMBOLO,18.6586638,18.39656622,17.8558385,16.40460165,13.56517867,12.33562752,11.76990288,12.00212846,13.03755674,15.04486228,16.87307214,18.15440672,18.45866324,18.04988934,17.68693431,16.7046028,14.23213987,12.36484659,11.80294139,11.70212827,12.83755693,15.66044267,16.77307176,18.7544071,18.99170185,18.81020469,18.48693355,16.80460318,12.8321393,11.23562714,11.0029412,11.80212865,12.93755636,15.36044343,15.00611028,18.35440748,19.09170223,18.39656622,18.08693563,16.60460242,14.23213987,12.73562714,11.90294177,12.00212846,13.33755693,15.56044315,16.4197479,17.81666563
178,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT AMBINANITOMAROSANA,18.87575402,18.61998323,18.08189883,16.58322383,13.76789883,12.57216783,11.96726431,12.21626272,13.25730369,15.26161472,17.07562272,18.37188964,18.67575446,18.27050781,17.91350573,16.88322497,14.43584938,12.60746164,11.99931341,11.91626278,13.05730388,15.87948181,16.97562285,18.97189002,19.20780391,19.03740824,18.71350497,16.98322535,13.03584906,11.4721677,11.19931322,12.01626291,13.15730376,15.57948187,15.20767227,18.5718904,19.30780429,18.61998323,18.31350554,16.78322459,14.43584938,12.9721677,12.09931379,12.21626272,13.55730388,15.77948196,16.62509788,18.03923389
179,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT AMBOHIDAZA,17.11072349,16.87511081,16.39359202,14.72498631,12.02569676,10.77901398,10.14270728,10.31219814,11.37374821,13.36846818,15.27934431,16.58527161,16.91072451,16.54191312,16.19632578,15.02498644,12.70772452,10.82470519,10.16067964,10.01219876,11.17374826,13.99893296,15.1793449,17.185272,17.42869684,17.29033707,16.99632469,15.12498611,11.30772404,9.679014045,9.360679448,10.11219846,11.27374852,13.69893292,13.39731643,16.78527141,17.52869722,16.87511081,16.59632507,14.92498633,12.70772452,11.1790141,10.26067973,10.31219814,11.67374826,13.8989333,14.81254243,16.24893456
180,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT AMPANTSONA,16.50343822,16.29948911,15.8717179,14.10484779,11.48388536,10.21202961,9.592313509,9.69767841,10.71254753,12.70690418,14.64659145,16.00030753,16.30343917,15.97152653,15.66011592,14.40484798,12.17127454,10.26694792,9.604924531,9.397679095,10.51254744,13.34646943,14.54659202,16.60030761,16.81604947,16.71484101,16.46011535,14.50484792,10.77127425,9.112029953,8.804924096,9.497678656,10.61254723,13.04646944,12.75920229,16.20030737,16.91604983,16.29948911,16.06011542,14.30484847,12.17127454,10.61202995,9.704924668,9.69767841,11.01254744,13.24646964,14.17455431,15.66783517
181,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT AMBOHIMILANJA,17.13779758,16.93215411,16.49705672,14.83335578,12.21991278,10.98242956,10.33568986,10.45248344,11.48408245,13.49601873,15.32024056,16.65723991,16.93779831,16.59133688,16.2971923,15.13335597,12.90763237,11.05164901,10.34797051,10.15248392,11.28408252,14.13670066,15.22024081,17.25724025,17.450079,17.36069084,17.09719158,15.23335631,11.507632,9.882429501,9.547970149,10.25248402,11.3840823,13.83670063,13.43252058,16.85723987,17.550079,16.93215411,16.69719183,15.03335641,12.90763237,11.3824294,10.44797049,10.45248344,11.78408252,14.03670072,14.86105767,16.33873954
182,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT AMBOHIMAHAVELONA,19.13093165,18.90375308,18.3604136,16.84778806,14.04315396,12.89397962,12.26406273,12.5227372,13.52009753,15.50099433,17.29717767,18.64641912,18.93093089,18.54783118,18.19980461,17.1477892,14.70820286,12.93148001,12.29901364,12.22273796,13.32009752,16.1175239,17.19717879,19.24641951,19.46588105,19.32472219,18.99980384,17.24778958,13.30820325,11.79398,11.49901345,12.32273739,13.42009715,15.81752391,15.43212855,18.84641989,19.56588143,18.90375308,18.59980423,17.04778882,14.70820286,13.29398,12.39901402,12.5227372,13.82009752,16.01752351,16.85309842,18.31887155
183,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT AMBOHIMAHATSINJO,18.8424845,18.54872412,18.03683969,16.51679213,13.72461286,12.53578288,11.90623715,12.14232198,13.21422771,15.19052792,17.0242946,18.31588888,18.64248492,18.199748,17.86422241,16.8167925,14.39629021,12.57803019,11.93455945,11.84232254,13.01422736,15.81212088,16.92429541,18.91588926,19.17080738,18.96937734,18.66422165,16.91679288,12.99628999,11.43578271,11.13455926,11.94232217,13.11422753,15.51212084,15.15261713,18.51588964,19.27080776,18.54872412,18.26422203,16.71679289,14.39629021,12.9357831,12.03455983,12.14232198,13.51422736,15.71212101,16.57327076,17.98645913
184,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT FIADANANA NORD,19.40671282,19.19257297,18.64878977,17.18301448,14.35358385,13.22912235,12.60809662,12.84978031,13.81411915,15.73764528,17.57223414,18.92546552,19.20671206,18.82847203,18.49799036,17.48301493,15.01614976,13.27069193,12.6455301,12.54978107,13.61411857,16.35254618,17.47223375,19.5254659,19.7441456,19.61924088,19.2979896,17.58301518,13.61615015,12.12912215,11.84552991,12.6497805,13.71411877,16.05254659,15.70966662,19.12546559,19.84414599,19.19257297,18.89798998,17.38301524,15.01614976,13.62912209,12.74553036,12.84978031,14.11411857,16.25254603,17.1363343,18.60446903
185,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT AMBODIMANGA,19.40763171,19.18590787,18.6532408,17.22015408,14.40672164,13.27666119,12.67171682,12.88507897,13.8159628,15.69705365,17.60077548,18.92071704,19.20763095,18.81507542,18.51082116,17.52015522,15.06807477,13.3221017,12.71036345,12.58507973,13.61596299,16.3103052,17.5007751,19.52071742,19.74627763,19.6180941,19.3108204,17.62015551,13.66807515,12.17666176,11.91036326,12.68507916,13.71596242,16.01030596,15.73942155,19.1207178,19.84627801,19.18590787,18.91082078,17.42015484,15.06807477,13.67666172,12.81036292,12.88507897,14.11596299,16.21030664,17.17160869,18.60480461
186,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT FALIARIVO,19.47251378,19.23001135,18.71320967,17.27360104,14.45618106,13.32256926,12.71610343,12.91943532,13.87439946,15.760325,17.64711892,18.96971527,19.27251301,18.8633265,18.56376414,17.57360149,15.12164769,13.37085379,12.75063613,12.61943608,13.67439918,16.37645538,17.54711854,19.56971565,19.80704607,19.66216393,19.36376338,17.67360146,13.721648,12.22256928,11.95063594,12.71943551,13.77439916,16.07645588,15.78165097,19.16971533,19.90704645,19.23001135,18.96376391,17.4736018,15.12164769,13.72256928,12.85063611,12.91943532,14.17439918,16.27645637,17.21380343,18.65253308
187,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT ANTARAMBAKANA,19.42693735,19.14104712,18.63366752,17.16893171,14.34080924,13.19264602,12.57482852,12.79658406,13.81607086,15.73187432,17.57965755,18.89896928,19.22693658,18.78322307,18.4719159,17.46893207,15.00980729,13.23904689,12.60582945,12.49658477,13.61607017,16.35145113,17.47965719,19.49896966,19.75793794,19.5678702,19.27191514,17.56893241,13.60980762,12.09264571,11.80582926,12.59658426,13.71607048,16.05145143,15.71065787,19.09896925,19.85793832,19.14104712,18.87191552,17.36893248,15.00980729,13.59264571,12.70582977,12.79658406,14.11607017,16.25145173,17.13748047,18.57637096
188,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT SAHALALONA,19.67449311,19.42822768,18.93969027,17.49911661,14.7102193,13.5734542,12.97224851,13.16694495,14.10092849,15.98891455,17.8786069,19.16907476,19.47449237,19.05968256,18.79117892,17.7991164,15.37884444,13.62767968,13.00362292,12.86694571,13.90092842,16.60596841,17.77860652,19.76907515,20.00586839,19.86539767,19.59117816,17.89911625,13.97884414,12.47345382,12.20362273,12.96694514,14.00092878,16.30596916,16.00998006,19.36907417,20.10586877,19.42822768,19.19117989,17.69911737,15.37884444,13.97345382,13.10362329,13.16694495,14.40092842,16.50596992,17.44715087,18.85467529
189,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT ANDRORANGAVOLA,19.81742385,19.57788861,19.08722458,17.66943299,14.89518692,13.73453864,13.12784271,13.30814841,14.28617126,16.20134349,18.03703335,19.33769403,19.61742388,19.2113358,18.93346916,17.969434,15.56910633,13.79531884,13.15392226,13.00814877,14.08617096,16.82165055,17.93703297,19.93769441,20.14350365,20.01836078,19.7334684,18.06943412,14.16910665,12.63453826,12.35392207,13.1081486,14.18617094,16.52165052,16.16311262,19.53769466,20.24350403,19.57788861,19.33346891,17.86943375,15.56910633,14.13453826,13.25392224,13.30814841,14.58617096,16.72165128,17.60358422,19.02455389
190,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT VOHIMENA,20.03153628,19.72005819,19.26448394,17.83565644,15.09080564,13.92774858,13.37870145,13.52188649,14.46176622,16.4146102,18.20747986,19.51554916,19.8315368,19.34808559,19.11612967,18.13565629,15.770979,14.00022065,13.39852758,13.22188643,14.26176564,17.03493594,18.10747948,20.11554955,20.35136241,20.17220336,19.9161289,18.23565667,14.37097862,12.8277482,12.59852739,13.32188668,14.36176584,16.73493634,16.32730524,19.71554993,20.45136279,19.72005819,19.51612928,18.0356572,15.770979,14.3277482,13.49852778,13.52188649,14.76176564,16.9349371,17.77945004,19.20784852
191,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT MANARINONY,18.7209947,18.4015187,17.96803915,16.46427446,13.86523544,12.70853273,12.08615908,12.19859404,13.18175803,15.09636276,16.89979939,18.24798882,18.52099508,18.03649546,17.80714214,16.76427442,14.54824209,12.78248393,12.10315207,11.89859451,12.98175802,15.72228331,16.79979901,18.8479892,19.0379878,18.84954948,18.60714138,16.86427481,13.14824195,11.60853235,11.30315188,11.99859423,13.08175764,15.42228344,15.01679152,18.44798907,19.13798818,18.4015187,18.20714176,16.66427522,14.54824209,13.10853235,12.20315207,12.19859404,13.48175802,15.62228395,16.46482196,17.9389336
192,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT ANDEMAKA NORD,19.48267668,19.22129985,18.70532564,17.26669265,14.48205611,13.32180245,12.68666003,12.88204754,13.91769737,15.80914725,17.66475108,18.96482325,19.28267592,18.86202359,18.54176864,17.56669379,15.15594323,13.3778008,12.71277217,12.58204793,13.71769698,16.43198019,17.5647507,19.56482363,19.80878851,19.65446447,19.34176788,17.66669318,13.75594337,12.22180231,11.91277198,12.68204773,13.81769699,16.13198058,15.79086248,19.16482401,19.90878889,19.22129985,18.94176826,17.46669341,15.15594323,13.72180231,12.8127723,12.88204754,14.21769698,16.3319811,17.2240262,18.64693425
